version,code,name,introduced,cancelled,valid_or_future_export,focus_2025_2026,role_PLA88,offline_file,edison_url,sha256
9360-0153/04,9360-0153,Měření k diplomové práci II,2019/2020,2020/2021,0,0,,archive/versions/version_9360-0153_04.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F04&locale=cs,486aeae710f9571ed3b40e7d0847f662d827a1b1cf8e8b6435ebf5946d3e9949
9360-0153/06,9360-0153,Měření k diplomové práci II,2019/2020,2021/2022,0,0,,archive/versions/version_9360-0153_06.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F06&locale=cs,82e492643f9a2cf611e8e88f5035c80d76a731239fa68e78ded00e44a3a81f24
9360-0154/01,9360-0154,Měření k diplomové práci III,2010/2011,2020/2021,0,0,,archive/versions/version_9360-0154_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F01&locale=cs,c28b852b27fa31f55fa61c3e86a0ea7dd7a69e39285b418b9a57066e3d0ead77
9360-0154/02,9360-0154,Měření k diplomové práci III,2010/2011,2020/2021,0,0,,archive/versions/version_9360-0154_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F02&locale=cs,e8d76493f18a58bf837b85c8a11b9bd2511263dfe4ed5f6c5c207cebd32454cd
9360-0154/03,9360-0154,Měření k diplomové práci III,2019/2020,2024/2025,0,0,,archive/versions/version_9360-0154_03.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F03&locale=cs,49b3c59e0a27d9f12f1f1772df07501e2a7b6a0ca3c4d4df0cc91b7426360e6d
9360-0182/01,9360-0182,Makromolekulární chemie,2019/2020,2025/2026,1,1,,archive/versions/version_9360-0182_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0182%2F01&locale=cs,e9aa49269fa1958d719079129f3320613db2cad92c24361ddc6cf5f43ee26526
9360-0182/02,9360-0182,Makromolekulární chemie,2019/2020,2025/2026,1,1,,archive/versions/version_9360-0182_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0182%2F02&locale=cs,e413a80e4dbc2e94f617c38b3723d32a8a12e58ee79e89bd02ccedb9b538e4ec
9360-0191/01,9360-0191,Vybrané kapitoly z chemie,2019/2020,2025/2026,1,1,,archive/versions/version_9360-0191_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0191%2F01&locale=cs,f44a486fe5309162692f3682ba94e36dc30640ddb7b959a629c9b71d08dc1372
9360-0191/02,9360-0191,Vybrané kapitoly z chemie,2019/2020,2025/2026,1,1,,archive/versions/version_9360-0191_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0191%2F02&locale=cs,37c77e37bd8863837f440b4e64cff12bcd2cf79c4e9995e9339d71ff15eecd56
9360-0205/01,9360-0205,Hybridní organo-anorganické nanostruktury,2012/2013,2025/2026,1,1,,archive/versions/version_9360-0205_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0205%2F01&locale=cs,441d47b25478110b8f0bec2eaae34d35cc22831283fcdcd3ece7c1caec8550c1
9360-0207/01,9360-0207,Metody organické analýzy pro charakterizaci nanostrukturovaných materiálů,2012/2013,2025/2026,1,1,,archive/versions/version_9360-0207_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0207%2F01&locale=cs,3d69ddf797a3bee70afa6ad58b839c0065e09a9af9487373f495bc44e65c01bc
9360-0207/02,9360-0207,Metody organické analýzy pro charakterizaci nanostrukturovaných materiálů,2012/2013,2025/2026,1,1,,archive/versions/version_9360-0207_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0207%2F02&locale=cs,a5bb934229d8c391bf1ec88789af18185240cf003ba99c87929936862e64e6b6
9360-0227/01,9360-0227,Metody charakterizace nanostruktur,2020/2021,2024/2025,0,0,,archive/versions/version_9360-0227_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0227%2F01&locale=cs,b4c92e02d894f9a48906a8bd3030b62e4472b9bbd92f9c3f4fe21f4e101d1a07
9360-0227/02,9360-0227,Metody charakterizace nanostruktur,2020/2021,2024/2025,0,0,,archive/versions/version_9360-0227_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0227%2F02&locale=cs,477b111b7d61077249da481e7179c533fd5970dd7d7975236dd5ac4bc1e28de8
9360-0233/01,9360-0233,Nanomateriály pro medicínské a farmaceutické aplikace,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0233_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0233%2F01&locale=cs,8996bf74d9881be439990db16ab38e42f1b37cc6a368c9b9774b7308b8d35806
9360-0233/02,9360-0233,Nanomateriály pro medicínské a farmaceutické aplikace,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0233_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0233%2F02&locale=cs,08613dc24a312740e107791c8ec25216cada7f312ac14ea3bb8cf3379d44d660
9360-0234/01,9360-0234,Metody přípravy nanomateriálů na bázi organických látek,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0234_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0234%2F01&locale=cs,408c073a7b54afb2e4c04a1409519acb18bb2e897a1d96ed42e6c7214713dcb2
9360-0234/02,9360-0234,Metody přípravy nanomateriálů na bázi organických látek,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0234_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0234%2F02&locale=cs,623698b8ce835feb9987761265126f7c30bd2c6e6fac8bffee471b8923a4fcf5
9360-0235/01,9360-0235,Modifikace a funkcionalizace povrchu uhlíkatých nanomateriálů,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0235_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0235%2F01&locale=cs,5aebb6d9cf6e5a2e0695543c34f49d460c9d272e4614393a8f0b62a7286c526b
9360-0235/02,9360-0235,Modifikace a funkcionalizace povrchu uhlíkatých nanomateriálů,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0235_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0235%2F02&locale=cs,ff59ebda1a7cba3864baef7a6a66f48ade8597f0aae3faab17d22a9898d090c2
9360-0236/01,9360-0236,Nanotechnologie pro životní prostředí a udržitelný rozvoj,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0236_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0236%2F01&locale=cs,eadd917ed064850d82db17d959f6a4f85f3c055a839b71cee640e260e692fef2
9360-0236/02,9360-0236,Nanotechnologie pro životní prostředí a udržitelný rozvoj,2020/2021,2025/2026,1,1,,archive/versions/version_9360-0236_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0236%2F02&locale=cs,5255f048fc5b880a05e647f6f738bc48a7541e9c8888b5feddcdb768b1be8c90
9360-0903/01,9360-0903,Metody instrumentální analýzy II,2013/2014,2018/2019,1,0,,archive/versions/version_9360-0903_01.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F01&locale=cs,4544760e16ae7fb8d8a0b38e55bb5c404f8df3757df8be452dc50144294a8fb6
9360-0903/02,9360-0903,Metody instrumentální analýzy II,2013/2014,2018/2019,1,0,,archive/versions/version_9360-0903_02.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F02&locale=cs,d4056dff1839e8c932744960a6780a6559ce5b8525bf074bd3fe493f830b806d
9360-0903/03,9360-0903,Metody instrumentální analýzy II,2019/2020,2025/2026,1,1,,archive/versions/version_9360-0903_03.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F03&locale=cs,f1f671239482770f48dd2ddaf624ea77ebcac29abd56f789b7c1eb1f972e68cd
9360-0903/04,9360-0903,Metody instrumentální analýzy II,2019/2020,2025/2026,1,1,,archive/versions/version_9360-0903_04.html,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F04&locale=cs,01c6d69af36b7c8f4e8db9ddd5ee564f00ad5384cbc960717fafe46e55246cf8
