kind,code,version,url,file,size,sha256,pla88
version,9360-0005,9360-0005/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0005%2F02&locale=cs,archive/versions/version_9360-0005_02.html,177745,c8e3e7511e056d4ccaf6e93ede3fdc23c215974d92f48bda63b58aec3f712a6a,True
version,9360-0005,9360-0005/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0005%2F03&locale=cs,archive/versions/version_9360-0005_03.html,189447,1cbad1ad961399afbbc5490e8fd5753870a5fee24f6d3f6f9dfd7f7aad28e3da,True
version,9360-0014,9360-0014/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0014%2F01&locale=cs,archive/versions/version_9360-0014_01.html,175825,e2695eb4bab510241d851c7f2fe056cd2d4162929931f955f2552b43f313c869,True
version,9360-0014,9360-0014/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0014%2F02&locale=cs,archive/versions/version_9360-0014_02.html,174861,dac1bce74666f25e87a37e3b0859ef8f69fb010ea2795190fb6186db05e8bf92,True
version,9360-0015,9360-0015/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0015%2F01&locale=cs,archive/versions/version_9360-0015_01.html,174517,a2352d792bde3acacfd8efcc8bb9f048d452ab12a2dce8f8e22d0818f942b6f0,True
version,9360-0106,9360-0106/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0106%2F01&locale=cs,archive/versions/version_9360-0106_01.html,176008,f5e97f3585052d73c372449045530b01cd140c3cb57e0a9a0aff7f63dc08e1c2,True
version,9360-0106,9360-0106/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0106%2F02&locale=cs,archive/versions/version_9360-0106_02.html,169683,234601b5d626ac76a260aab79e7a683bcefd5dc306a8a5cc0f3d579ad1726db4,True
version,9360-0106,9360-0106/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0106%2F03&locale=cs,archive/versions/version_9360-0106_03.html,169205,b2240b89c34f5a38732d76ecf2c828494d75e91c947e7275d9a702f307cc0405,True
version,9360-0106,9360-0106/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0106%2F04&locale=cs,archive/versions/version_9360-0106_04.html,175045,846e189c6818b206fe3e476c20b49f0cdca0d710f1b7da135d6ae56d709c24f1,True
version,9360-0120,9360-0120/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0120%2F01&locale=cs,archive/versions/version_9360-0120_01.html,172257,199590c4ba4ebb412be49558e3b478832f57850a9e848cc5757f9ca5a255d982,True
version,9360-0120,9360-0120/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0120%2F02&locale=cs,archive/versions/version_9360-0120_02.html,181499,7755bbcd61a9fd90bb4d1f3b4022c3c3f5edf84e61180ec6a400ac3fb6031d68,True
version,9360-0120,9360-0120/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0120%2F03&locale=cs,archive/versions/version_9360-0120_03.html,174497,827322a570481af92c3e07b0dc35e8715682ff7a57ecaaaa08b0ba974ef7d686,True
version,9360-0120,9360-0120/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0120%2F04&locale=cs,archive/versions/version_9360-0120_04.html,170278,d5ab91651612170c9bf5f8a20ae1abae0420af6a79315dd25bb170bb0b7bce23,True
version,9360-0120,9360-0120/05,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0120%2F05&locale=cs,archive/versions/version_9360-0120_05.html,173746,0176c704aa7679413d85afb58554324aef2dfc2e5b65084d9353735fa8d781ce,True
version,9360-0125,9360-0125/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0125%2F01&locale=cs,archive/versions/version_9360-0125_01.html,167382,58821324aca89854db9bf487d171147194a5e4d96b4b664e0c8d3e23ced0e970,True
version,9360-0125,9360-0125/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0125%2F02&locale=cs,archive/versions/version_9360-0125_02.html,178765,2eaf5a5d9a8ec91e65ce657e871b364c3392cef058fd3ba61baee9e9721ebc20,True
version,9360-0125,9360-0125/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0125%2F03&locale=cs,archive/versions/version_9360-0125_03.html,172950,4bc25ea58a62b5a38a4869b35f1c3ee07371e7c378c7a3c2ff0e65af7793c03a,True
version,9360-0125,9360-0125/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0125%2F04&locale=cs,archive/versions/version_9360-0125_04.html,168973,8ceeba9e04bafedc55cf1992b2c64220ca7be08d1b7ddae8b46b771edf337a69,True
version,9360-0125,9360-0125/05,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0125%2F05&locale=cs,archive/versions/version_9360-0125_05.html,174987,cd1f31693519c0ddcf24ab3645af1080d6ccc9b1225bb6b3a79e374667d1b6ed,False
version,9360-0131,9360-0131/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0131%2F01&locale=cs,archive/versions/version_9360-0131_01.html,174546,6a7c75b4551d6fc2aae2bf6a2ce31d56f597aac39b0012acbf519db887a67a0c,True
version,9360-0131,9360-0131/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0131%2F02&locale=cs,archive/versions/version_9360-0131_02.html,179197,fb8b1bf5a8a1936abdc1a43451a12b1218218e2b18ccc1e809b34273a1dba19e,True
version,9360-0131,9360-0131/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0131%2F03&locale=cs,archive/versions/version_9360-0131_03.html,176344,e038fa16f1d03f9d43a451d6eb1457ce6f2a927959a4fbc5c1669bac050f1e7f,False
version,9360-0131,9360-0131/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0131%2F04&locale=cs,archive/versions/version_9360-0131_04.html,171830,210703f6ba360e44072426a4f690e7133c0aad62326cf3bd5e2b2b62d8c6d028,True
version,9360-0131,9360-0131/05,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0131%2F05&locale=cs,archive/versions/version_9360-0131_05.html,177649,780bb5fcd7eeb5a97fd0137a03b9eaaf129713edf0fd58a11e93755e298de1f1,False
version,9360-0131,9360-0131/06,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0131%2F06&locale=cs,archive/versions/version_9360-0131_06.html,174594,4bd168dc810a2f9b2ae7daaf3c128c63c1c826a3423693b641955d801ae55ad4,False
version,9360-0132,9360-0132/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0132%2F01&locale=cs,archive/versions/version_9360-0132_01.html,169176,21496de6b6da99c13cd15b4962cbc973bec1dc68b52b5f6858302794bd619938,False
version,9360-0132,9360-0132/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0132%2F02&locale=cs,archive/versions/version_9360-0132_02.html,178354,5122bdaf8b010f97939e9563a7173bd39f7c40abca4f3b3f8e96d03312a2609a,True
version,9360-0132,9360-0132/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0132%2F03&locale=cs,archive/versions/version_9360-0132_03.html,178020,2f19a9ed044831ad328a9d9cb3dbe02801840ec2b3e6c339e8b0b1759761a8b0,False
version,9360-0132,9360-0132/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0132%2F04&locale=cs,archive/versions/version_9360-0132_04.html,169175,92b36eea212941ee42e514bc0c23cf4ac7e3bdcfcb5453a3b74c00a25d20f702,True
version,9360-0132,9360-0132/05,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0132%2F05&locale=cs,archive/versions/version_9360-0132_05.html,175213,a682d709c74160d1df0a9253e5287cb6431ed0429963b5748842e3ca8f049ec6,False
version,9360-0135,9360-0135/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0135%2F01&locale=cs,archive/versions/version_9360-0135_01.html,180738,a18b2eb927d53b6ad51596b262327f8e1a12daca40be4ca22b0ba796119d1281,True
version,9360-0135,9360-0135/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0135%2F02&locale=cs,archive/versions/version_9360-0135_02.html,175836,a5c23db61a440b236016239dc2202faa2b9b4f657633150600366229fe163e25,True
version,9360-0135,9360-0135/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0135%2F03&locale=cs,archive/versions/version_9360-0135_03.html,172490,3a3b8f06d327e3ed0502f6f9f4a74a03442c3e27549c88516db6a9bb0d0ae832,True
version,9360-0135,9360-0135/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0135%2F04&locale=cs,archive/versions/version_9360-0135_04.html,175249,f27fc7d9f80c11941f129c6f5e96ae467d70b47d5bc38dfa94d12c35d8df7bf2,False
version,9360-0136,9360-0136/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0136%2F01&locale=cs,archive/versions/version_9360-0136_01.html,182949,9063dc14a008a409043548727dfd4a648e9fd16857db8112e2f63e900fd62000,True
version,9360-0136,9360-0136/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0136%2F02&locale=cs,archive/versions/version_9360-0136_02.html,177841,f6f869c4d0f85e88e0a02306f6d9b2025eb66ff9ad57800874d1455180843fb0,True
version,9360-0136,9360-0136/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0136%2F03&locale=cs,archive/versions/version_9360-0136_03.html,173305,8e9e1ee28d8fa20c934c28207b64fe0f922738b38243431d9affb8a258841dac,True
version,9360-0136,9360-0136/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0136%2F04&locale=cs,archive/versions/version_9360-0136_04.html,175564,06023c7f1f91faf16d61bc2a09ae809c79dba826cb797ed282d7669fd305af7c,False
version,9360-0146,9360-0146/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0146%2F01&locale=cs,archive/versions/version_9360-0146_01.html,171684,37528142231d114f18e52e459e9c31a2484cdbc6cb1a3fb9f37f9fcba07fc74c,True
version,9360-0146,9360-0146/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0146%2F02&locale=cs,archive/versions/version_9360-0146_02.html,178807,e1320a9e3863f3e7858b7b6aae60d99cd4d7cea9da55b2f4acf0eeb48bb4c8dd,True
version,9360-0146,9360-0146/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0146%2F03&locale=cs,archive/versions/version_9360-0146_03.html,169295,8abdd639cce316a0966e55302a78f06bea94952c8bdc12301ab17abaa096082c,False
version,9360-0146,9360-0146/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0146%2F04&locale=cs,archive/versions/version_9360-0146_04.html,175937,fb9320210fdcaa9645b597585d483a649527b8aea11221bbff02222e398d3423,True
version,9360-0146,9360-0146/05,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0146%2F05&locale=cs,archive/versions/version_9360-0146_05.html,176700,780a9819cfd9f47d36b686937b9e3a170d0c05f2655ff3042c2b37adba524db5,False
version,9360-0146,9360-0146/06,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0146%2F06&locale=cs,archive/versions/version_9360-0146_06.html,169952,327b27d56b8d138ddcac871229b9ea930be3651dfbe5a2830d18d08f8152a69e,True
version,9360-0153,9360-0153/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F01&locale=cs,archive/versions/version_9360-0153_01.html,181889,1488431d694dd29cd9848d0c587f333877bce2477c65ebdec132e2ed6ae240fe,True
version,9360-0153,9360-0153/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F02&locale=cs,archive/versions/version_9360-0153_02.html,171980,3712d518ac71fec7c7287e202959db3e77993a14f21c048a0508bd4c69189ce6,True
version,9360-0153,9360-0153/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F03&locale=cs,archive/versions/version_9360-0153_03.html,178764,94059c2afdee916e31fcf20d04bc069beca4fa33b29e4dd6b0e4dfa7d5e67de8,True
version,9360-0153,9360-0153/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F04&locale=cs,archive/versions/version_9360-0153_04.html,172855,ec928fdfa4e3fec861068508794f7d181841ee9e218af4bbbe79bc9e19b7a124,True
version,9360-0153,9360-0153/05,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F05&locale=cs,archive/versions/version_9360-0153_05.html,176670,f0de66863ab768de37602d11024a0637479c3b3b5f4eb1a6f194b9118a8e4963,False
version,9360-0153,9360-0153/06,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0153%2F06&locale=cs,archive/versions/version_9360-0153_06.html,172953,8c9d1f3b399627aefce0bcb525c05acf2e6118556233c1e988a4ecf5f93509e9,True
version,9360-0154,9360-0154/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F01&locale=cs,archive/versions/version_9360-0154_01.html,182035,c28b852b27fa31f55fa61c3e86a0ea7dd7a69e39285b418b9a57066e3d0ead77,True
version,9360-0154,9360-0154/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F02&locale=cs,archive/versions/version_9360-0154_02.html,175934,e8d76493f18a58bf837b85c8a11b9bd2511263dfe4ed5f6c5c207cebd32454cd,True
version,9360-0154,9360-0154/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F03&locale=cs,archive/versions/version_9360-0154_03.html,178503,49b3c59e0a27d9f12f1f1772df07501e2a7b6a0ca3c4d4df0cc91b7426360e6d,True
version,9360-0154,9360-0154/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0154%2F04&locale=cs,archive/versions/version_9360-0154_04.html,176634,5af89494e39c527866b3b5da921f6685199572f2ecb9d9e96e1e08e28c6bfe61,False
version,9360-0182,9360-0182/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0182%2F01&locale=cs,archive/versions/version_9360-0182_01.html,173525,e9aa49269fa1958d719079129f3320613db2cad92c24361ddc6cf5f43ee26526,True
version,9360-0182,9360-0182/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0182%2F02&locale=cs,archive/versions/version_9360-0182_02.html,174887,097864bdf6732f3150656b69f0d05c773e582be48072b6e234fe5ae1541d90bb,True
version,9360-0191,9360-0191/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0191%2F01&locale=cs,archive/versions/version_9360-0191_01.html,174547,f44a486fe5309162692f3682ba94e36dc30640ddb7b959a629c9b71d08dc1372,True
version,9360-0191,9360-0191/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0191%2F02&locale=cs,archive/versions/version_9360-0191_02.html,176369,59ec4411297905504e8acc67385faf9553c7f8b33bee50996b4849baa0d77019,True
version,9360-0205,9360-0205/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0205%2F01&locale=cs,archive/versions/version_9360-0205_01.html,196988,441d47b25478110b8f0bec2eaae34d35cc22831283fcdcd3ece7c1caec8550c1,True
version,9360-0207,9360-0207/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0207%2F01&locale=cs,archive/versions/version_9360-0207_01.html,206749,e9218a73a03850dea2578d8d6484f2d9ffae7d5885e9ddaa42c0547282db8431,True
version,9360-0207,9360-0207/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0207%2F02&locale=cs,archive/versions/version_9360-0207_02.html,176065,54492a3baf4a1fa9eec12752ed42792c041f54383903956422098e7ea387f0c2,True
version,9360-0227,9360-0227/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0227%2F01&locale=cs,archive/versions/version_9360-0227_01.html,177809,b4c92e02d894f9a48906a8bd3030b62e4472b9bbd92f9c3f4fe21f4e101d1a07,True
version,9360-0227,9360-0227/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0227%2F02&locale=cs,archive/versions/version_9360-0227_02.html,176979,477b111b7d61077249da481e7179c533fd5970dd7d7975236dd5ac4bc1e28de8,True
version,9360-0233,9360-0233/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0233%2F01&locale=cs,archive/versions/version_9360-0233_01.html,180086,8996bf74d9881be439990db16ab38e42f1b37cc6a368c9b9774b7308b8d35806,True
version,9360-0233,9360-0233/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0233%2F02&locale=cs,archive/versions/version_9360-0233_02.html,178887,08613dc24a312740e107791c8ec25216cada7f312ac14ea3bb8cf3379d44d660,True
version,9360-0234,9360-0234/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0234%2F01&locale=cs,archive/versions/version_9360-0234_01.html,180184,408c073a7b54afb2e4c04a1409519acb18bb2e897a1d96ed42e6c7214713dcb2,True
version,9360-0234,9360-0234/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0234%2F02&locale=cs,archive/versions/version_9360-0234_02.html,179297,623698b8ce835feb9987761265126f7c30bd2c6e6fac8bffee471b8923a4fcf5,True
version,9360-0235,9360-0235/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0235%2F01&locale=cs,archive/versions/version_9360-0235_01.html,180212,5aebb6d9cf6e5a2e0695543c34f49d460c9d272e4614393a8f0b62a7286c526b,True
version,9360-0235,9360-0235/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0235%2F02&locale=cs,archive/versions/version_9360-0235_02.html,179023,ff59ebda1a7cba3864baef7a6a66f48ade8597f0aae3faab17d22a9898d090c2,True
version,9360-0236,9360-0236/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0236%2F01&locale=cs,archive/versions/version_9360-0236_01.html,180586,eadd917ed064850d82db17d959f6a4f85f3c055a839b71cee640e260e692fef2,True
version,9360-0236,9360-0236/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0236%2F02&locale=cs,archive/versions/version_9360-0236_02.html,179394,5255f048fc5b880a05e647f6f738bc48a7541e9c8888b5feddcdb768b1be8c90,True
version,9360-0903,9360-0903/01,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F01&locale=cs,archive/versions/version_9360-0903_01.html,167654,4544760e16ae7fb8d8a0b38e55bb5c404f8df3757df8be452dc50144294a8fb6,True
version,9360-0903,9360-0903/02,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F02&locale=cs,archive/versions/version_9360-0903_02.html,180571,d4056dff1839e8c932744960a6780a6559ce5b8525bf074bd3fe493f830b806d,True
version,9360-0903,9360-0903/03,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F03&locale=cs,archive/versions/version_9360-0903_03.html,193449,f1f671239482770f48dd2ddaf624ea77ebcac29abd56f789b7c1eb1f972e68cd,True
version,9360-0903,9360-0903/04,https://edison.sso.vsb.cz/cz.vsb.edison.edu.study.prepare.web/SubjectVersion.faces?version=9360-0903%2F04&locale=cs,archive/versions/version_9360-0903_04.html,175388,01c6d69af36b7c8f4e8db9ddd5ee564f00ad5384cbc960717fafe46e55246cf8,True
